study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJNA54005	SAMN03165176	SRX1033043	SRR2032626	9555	Papio anubis	ea02c66cf635de9eb486bd19bfd5f39b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/006/SRR2032626/SRR2032626_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032640	9555	Papio anubis	e5d5d2f2ee2456f69c76d761c30dcff0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032640/SRR2032640_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032643	9555	Papio anubis	586045f027f036f21b43f0583e5ccb53	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032643/SRR2032643_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032647	9555	Papio anubis	c94fcc2b52d2616843b95222b25d2e62	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032647/SRR2032647_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032660	9555	Papio anubis	48d21541dfeb84d485f2048d0b286d91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032660/SRR2032660_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165175	SRX1033044	SRR2032662	9555	Papio anubis	672ece14ada850a1dbb24c980a5caf54	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/002/SRR2032662/SRR2032662_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032663	9555	Papio anubis	a8e1463a362a1e7c0076369943c010b3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032663/SRR2032663_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032666	9555	Papio anubis	f0e3c10b6ee7007caeb4d03fdb6f591a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/006/SRR2032666/SRR2032666_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032667	9555	Papio anubis	4e177c1659f55b0266424cec82457e53	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032667/SRR2032667_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032669	9555	Papio anubis	17f5c21b57451261bad78cc8f22e502f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032669/SRR2032669_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032672	9555	Papio anubis	41f144945d6239330201678d48b5f910	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/002/SRR2032672/SRR2032672_subreads.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032674	9555	Papio anubis	3e4f575eb6558497fe466812d9283958	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032674/SRR2032674_subreads.fastq.gz	PANU.00-37521
