study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJEB59576	SAMEA112483006	ERX10382684	ERR10943375	693712	Pygathrix cinerea	99e7957e183f8cf45d2f93181821d910;8634283b7f84528f09d1ab6da1cf8ab6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10943375/ERR10943375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/075/ERR10943375/ERR10943375_2.fastq.gz	PD_0253
PRJEB59576	SAMEA14464424	ERX10381715	ERR10942406	30596	Cacajao calvus	788f90f607c98948f777436b8754edde;417233c4ed6fa4eb3d58748687c41cd8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10942406/ERR10942406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10942406/ERR10942406_2.fastq.gz	PD_0132
PRJEB59576	SAMEA112483006	ERX10382686	ERR10943377	693712	Pygathrix cinerea	8d74893504b8519d47f073a557e02bc8;88167955d92a7989ac8363b710b0c4f9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/077/ERR10943377/ERR10943377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/077/ERR10943377/ERR10943377_2.fastq.gz	PD_0253
PRJEB59576	SAMEA112483007	ERX10382687	ERR10943378	54133	Pygathrix nemaeus	201e2de52968d0dbe0ae5f8607fc3234;d9f16145fc1c9fc125d3306e3e3b16d0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/078/ERR10943378/ERR10943378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/078/ERR10943378/ERR10943378_2.fastq.gz	PD_0254
PRJEB59576	SAMEA14464424	ERX10381719	ERR10942410	30596	Cacajao calvus	163ca77bdb0b878b77fcf196f5acfed3;c48a5baf54a81ed15c5d93e994d7719f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10942410/ERR10942410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/010/ERR10942410/ERR10942410_2.fastq.gz	PD_0132
PRJEB59576	SAMEA112483007	ERX10382688	ERR10943379	54133	Pygathrix nemaeus	8b1b496ebb38dc3084c31ed8dc1e36ae;f956866ee37c5ce9489322aac9b4b445	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/079/ERR10943379/ERR10943379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/079/ERR10943379/ERR10943379_2.fastq.gz	PD_0254
PRJEB59576	SAMEA14464424	ERX10381720	ERR10942411	30596	Cacajao calvus	af41dce857b69d56a81065cddb7b5ca8;57aa9ed34417ca20591cff3afa30167e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/011/ERR10942411/ERR10942411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/011/ERR10942411/ERR10942411_2.fastq.gz	PD_0132
PRJEB59576	SAMEA112483007	ERX10382692	ERR10943383	54133	Pygathrix nemaeus	39c4eccbc5b26ea317bf0e91a7784f55;eb30d96e0d502e565887653bdedc33b2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/083/ERR10943383/ERR10943383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/083/ERR10943383/ERR10943383_2.fastq.gz	PD_0254
PRJEB59576	SAMEA14464424	ERX10381721	ERR10942412	30596	Cacajao calvus	876518969698b1ee212e69f3f989f8e4;3084f00e6ec2d9ee2b25257ea656d223	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/012/ERR10942412/ERR10942412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/012/ERR10942412/ERR10942412_2.fastq.gz	PD_0132
PRJEB59576	SAMEA112483008	ERX10382695	ERR10943386	54133	Pygathrix nemaeus	06a98862979e7470fa3b4777466a036f;ea5ca82653594b4c50a1a29752ab44ba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/086/ERR10943386/ERR10943386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/086/ERR10943386/ERR10943386_2.fastq.gz	PD_0255
