study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias
PRJNA54005	SAMN02981400	SRX2609521	SRR5308564	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/004/SRR5308564/SRR5308564.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308565	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308565/SRR5308565.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308567	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/007/SRR5308567/SRR5308567.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308571	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/001/SRR5308571/SRR5308571.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308575	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308575/SRR5308575.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308577	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/007/SRR5308577/SRR5308577.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308580	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/000/SRR5308580/SRR5308580.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308581	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/001/SRR5308581/SRR5308581.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308591	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/001/SRR5308591/SRR5308591.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308594	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/004/SRR5308594/SRR5308594.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308595	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308595/SRR5308595.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308596	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/006/SRR5308596/SRR5308596.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308597	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/007/SRR5308597/SRR5308597.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308598	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308598/SRR5308598.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308605	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308605/SRR5308605.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308606	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/006/SRR5308606/SRR5308606.fastq.gz	SAMN02981400
PRJNA54005	SAMN03165176	SRX1033043	SRR2032612	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/002/SRR2032612/SRR2032612_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032615	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032615/SRR2032615_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032617	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032617/SRR2032617_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032620	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032620/SRR2032620_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032622	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/002/SRR2032622/SRR2032622_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032627	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032627/SRR2032627_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032630	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032630/SRR2032630_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032631	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032631/SRR2032631_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032632	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/002/SRR2032632/SRR2032632_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032637	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032637/SRR2032637_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032638	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032638/SRR2032638_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032639	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032639/SRR2032639_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032641	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032641/SRR2032641_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032642	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/002/SRR2032642/SRR2032642_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032644	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032644/SRR2032644_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032649	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032649/SRR2032649_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032650	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032650/SRR2032650_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032654	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032654/SRR2032654_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032658	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032658/SRR2032658_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032659	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032659/SRR2032659_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165175	SRX1033044	SRR2032661	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032661/SRR2032661_subreads.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032664	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032664/SRR2032664_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032665	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032665/SRR2032665_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032670	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032670/SRR2032670_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032671	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032671/SRR2032671_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032673	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032673/SRR2032673_subreads.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032675	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032675/SRR2032675_subreads.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032676	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/006/SRR2032676/SRR2032676_subreads.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032677	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032677/SRR2032677_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032685	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032685/SRR2032685_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032687	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032687/SRR2032687_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032688	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032688/SRR2032688_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032689	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032689/SRR2032689_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032690	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032690/SRR2032690_consensus.fastq.gz	PANU.00-37521
