study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias
PRJEB59576	SAMEA14464376	ERX10380930	ERR10941621	1347729	Alouatta seniculus puruensis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10941621/ERR10941621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10941621/ERR10941621_2.fastq.gz	PD_0026
PRJEB59576	SAMEA14464364	ERX10380932	ERR10941623	2905217	Alouatta discolor	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/023/ERR10941623/ERR10941623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/023/ERR10941623/ERR10941623_2.fastq.gz	PD_0027
PRJEB59576	SAMEA14464531	ERX10409716	ERR10972593	2946521	Saimiri cassiquiarensis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/093/ERR10972593/ERR10972593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/093/ERR10972593/ERR10972593_2.fastq.gz	PD_0355
PRJEB59576	SAMEA14464531	ERX10409720	ERR10972597	2946521	Saimiri cassiquiarensis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/097/ERR10972597/ERR10972597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/097/ERR10972597/ERR10972597_2.fastq.gz	PD_0355
PRJEB59576	SAMEA14464364	ERX10380934	ERR10941625	2905217	Alouatta discolor	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10941625/ERR10941625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/025/ERR10941625/ERR10941625_2.fastq.gz	PD_0027
PRJEB59576	SAMEA14464532	ERX10409728	ERR10972605	2946521	Saimiri cassiquiarensis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/005/ERR10972605/ERR10972605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/005/ERR10972605/ERR10972605_2.fastq.gz	PD_0356
PRJEB59576	SAMEA14464364	ERX10380935	ERR10941626	2905217	Alouatta discolor	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/026/ERR10941626/ERR10941626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/026/ERR10941626/ERR10941626_2.fastq.gz	PD_0027
PRJEB59576	SAMEA14464533	ERX10409735	ERR10972612	2946521	Saimiri cassiquiarensis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/012/ERR10972612/ERR10972612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/012/ERR10972612/ERR10972612_2.fastq.gz	PD_0357
PRJEB59576	SAMEA14464364	ERX10380937	ERR10941628	2905217	Alouatta discolor	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10941628/ERR10941628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10941628/ERR10941628_2.fastq.gz	PD_0027
PRJEB59576	SAMEA14464364	ERX10380939	ERR10941630	2905217	Alouatta discolor	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10941630/ERR10941630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10941630/ERR10941630_2.fastq.gz	PD_0027
